CH00|  1721234|10:16:23.03779|Add debug channel: INIT_DBG_CH on CH00
CH06|  1721234|10:16:23.03779|Add debug channel: DMI_DBG_CH on CH06
CH08|  1721234|10:16:23.03779|Add debug channel: PDCU_DBG_CH on CH08
CH10|  1721234|10:16:23.03779|Add debug channel: ERR_DBG_CH on CH10
CH21|  1721234|10:16:23.03779|Add debug channel: CFG_DBG_CH on CH21
CH26|  1721234|10:16:23.03779|Add debug channel: MAP_DBG_CH on CH26
CH00|  1721234|10:16:23.03779| => Calling cfgInit()...
CH21|  1721235|10:16:23.03780|VATO Major version:  0
CH21|  1721235|10:16:23.03780|VATO Minor version:  0
CH21|  1721235|10:16:23.03780|VATO Revision:       0
CH21|  1721235|10:16:23.03780|================================================================
CH21|  1721239|10:16:23.03784| 
CH21|  1721239|10:16:23.03784| 
CH21|  1721239|10:16:23.03784|---------------------------------------------------------
CH21|  1721239|10:16:23.03784|Processing contents of ato_per.val
CH21|  1721239|10:16:23.03784|---------------------------------------------------------
CH21|  1721239|10:16:23.03784|Ato_Performance_Error_Wait_Time = 300
CH21|  1721239|10:16:23.03784|Station_Decel_Rate[0] = 123
CH21|  1721239|10:16:23.03784|Station_Decel_Rate[1] = 75
CH21|  1721239|10:16:23.03784|Station_Decel_Rate[2] = 0
CH21|  1721239|10:16:23.03784|Station_Decel_Rate[3] = 0
CH21|  1721239|10:16:23.03784|Station_Flare_In_Jerk_Rate[0] = 110
CH21|  1721239|10:16:23.03784|Station_Flare_In_Jerk_Rate[1] = 60
CH21|  1721239|10:16:23.03784|Station_Flare_In_Jerk_Rate[2] = 0
CH21|  1721239|10:16:23.03784|Station_Flare_In_Jerk_Rate[3] = 0
CH21|  1721239|10:16:23.03784|Station_Flare_Out_Jerk_Rate[0] = 110
CH21|  1721239|10:16:23.03784|Station_Flare_Out_Jerk_Rate[1] = 60
CH21|  1721239|10:16:23.03784|Station_Flare_Out_Jerk_Rate[2] = 0
CH21|  1721239|10:16:23.03784|Station_Flare_Out_Jerk_Rate[3] = 0
CH21|  1721239|10:16:23.03784|Startup_Jerk_Rate[0] = 56
CH21|  1721239|10:16:23.03784|Startup_Jerk_Rate[1] = 30
CH21|  1721239|10:16:23.03784|Startup_Jerk_Rate[2] = 0
CH21|  1721239|10:16:23.03784|Startup_Jerk_Rate[3] = 0
CH21|  1721239|10:16:23.03784| 
CH21|  1721239|10:16:23.03784| 
CH21|  1721239|10:16:23.03784|---------------------------------------------------------
CH21|  1721239|10:16:23.03784|Processing contents of ctm.val
CH21|  1721239|10:16:23.03784|---------------------------------------------------------
CH21|  1721254|10:16:23.03799|Service_Brake_When_Door_Open = 0
CH21|  1721254|10:16:23.03799|Alignment_Priority = 1
CH21|  1721254|10:16:23.03799|Default_Berth_Alignment = 1
CH21|  1721254|10:16:23.03799|Min_Coast_Band = 932
CH21|  1721254|10:16:23.03799|Min_Pm_Accel_Rate_Percent = 40
CH21|  1721254|10:16:23.03799|Min_Pm_Decel_Rate_Percent = 55
CH21|  1721254|10:16:23.03799|Load_Sample_Speed_1 = 9000
CH21|  1721254|10:16:23.03799|Load_Sample_Speed_2 = 10000
CH21|  1721254|10:16:23.03799|Load_Sample_Speed_3 = 11000
CH21|  1721254|10:16:23.03799|P_Signal_Aw0 = 11200
CH21|  1721254|10:16:23.03799|P_Signal_Aw1 = 14000
CH21|  1721254|10:16:23.03799|Max_Brake_Level = -20000
CH21|  1721254|10:16:23.03799|Min_Brake_Level = -3000
CH21|  1721254|10:16:23.03799|Coast_Level = 0
CH21|  1721254|10:16:23.03799|Min_Power_Level = 0
CH21|  1721254|10:16:23.03799|Max_Power_Level = 20000
CH21|  1721254|10:16:23.03799|Tractive_Effort_Eb_Level = -20000
CH21|  1721254|10:16:23.03799|Speed_Error_Limit = 4000
CH21|  1721254|10:16:23.03799|Min_Speed_For_Power = 2500
CH21|  1721254|10:16:23.03799|Default_Pi_Powp_Start = 10000
CH21|  1721254|10:16:23.03799|Default_Pi_Powi_Start = 70
CH21|  1721254|10:16:23.03799|Default_Pi_Powp_Spdmnt = 12000
CH21|  1721254|10:16:23.03799|Default_Pi_Powi_Spdmnt = 82
CH21|  1721254|10:16:23.03799|Default_Pi_Brkp_Stastp = 14000
CH21|  1721254|10:16:23.03799|Default_Pi_Brki_Stastp = 113
CH21|  1721254|10:16:23.03799|Default_Pi_Brkp_Spdmnt = 13200
CH21|  1721254|10:16:23.03799|Default_Pi_Brki_Spdmnt = 82
CH21|  1721254|10:16:23.03799|Default_Pi_Pow_Feedfwd = 4000
